epoch,global_step,train_loss,lr,eval_success_rate,eval_mean_reward,eval_mean_steps
1,98,0.04370722600391933,2.1894015469310638e-06,,,
2,196,0.0425502031433339,2.7546167755592766e-06,,,
3,294,0.04246085981021122,3.686724632663693e-06,,,
4,392,0.04470832410211466,4.971013229074144e-06,,,
5,490,0.04325771841163538,6.58721204421845e-06,,,
6,588,0.04429266719641734,8.509811865118572e-06,,,
7,686,0.04436818639538726,1.0708467410090524e-05,,,
8,784,0.04356718572730921,1.314847628235211e-05,,,
9,882,0.04350187994387685,1.5791326693992353e-05,,,
10,980,0.044076709780005774,1.85953053153219e-05,,,
11,1078,0.044233388134411404,2.15161556556373e-05,,,
12,1176,0.04408043628672556,2.450777658387107e-05,,,
13,1274,0.045412320871742407,2.7522949964053315e-05,,,
14,1372,0.044608144621763914,3.0514085920978024e-05,,,
15,1470,0.045344154635558326,3.343397397320166e-05,,,
16,1568,0.04611069918134991,3.623652817789448e-05,,,
17,1666,0.046913971554259866,3.887751452657924e-05,,,
18,1764,0.045787209796966336,4.13152491109339e-05,,,
19,1862,0.047051863364723265,4.351125603918476e-05,,,
20,1960,0.04755509177184835,4.5430874718891656e-05,,,
21,2058,0.046729287930897305,4.7043806921100064e-05,,,
22,2156,0.04624042386303143,4.832459499129389e-05,,,
23,2254,0.04700898572954596,4.925302365932433e-05,,,
24,2352,0.046859094683004886,4.981443910636305e-05,,,
25,2450,0.046497046377281755,4.999999974625889e-05,10.0,83.50995451454074,243.0
26,2548,0.045354114332217345,4.999751312462258e-05,,,
27,2646,0.0470659322656539,4.9990153207767966e-05,,,
28,2744,0.04784130563541335,4.997792143052542e-05,,,
29,2842,0.047038404423059246,4.9960820177504135e-05,,,
30,2940,0.04525114725134811,4.993885278262729e-05,,,
31,3038,0.04544746121201588,4.9912023528482045e-05,,,
32,3136,0.045332777846072404,4.9880337645484634e-05,,,
33,3234,0.04572857030648358,4.9843801310860754e-05,,,
34,3332,0.04582852102359947,4.9802421647441214e-05,,,
35,3430,0.04562814159280792,4.9756206722273396e-05,,,
36,3528,0.0463978430370287,4.970516554504853e-05,,,
37,3626,0.04554911396865334,4.964930806634525e-05,,,
38,3724,0.0449871375244491,4.95886451756897e-05,,,
39,3822,0.044641775668275596,4.952318869943261e-05,,,
40,3920,0.044276729568230866,4.945295139844373e-05,,,
41,4018,0.04559607583345199,4.937794696562405e-05,,,
42,4116,0.04596575551039102,4.929819002323636e-05,,,
43,4214,0.0448107408853818,4.92136961200546e-05,,,
44,4312,0.044612476792262525,4.912448172833263e-05,,,
45,4410,0.043762796938571394,4.903056424059287e-05,,,
46,4508,0.04375679509676233,4.893196196623565e-05,,,
47,4606,0.04498750803878113,4.882869412796972e-05,,,
48,4704,0.044647621371004045,4.872078085806477e-05,,,
49,4802,0.04413317223744733,4.8608243194426585e-05,,,
50,4900,0.043601242445257246,4.849110307649566e-05,10.0,82.63445976385847,238.7
51,4998,0.04312590038289829,4.836938334097011e-05,,,
52,5096,0.04370378501409171,4.824310771735353e-05,,,
53,5194,0.04448614345521343,4.811230082332895e-05,,,
54,5292,0.04399865546396801,4.797698815995955e-05,,,
55,5390,0.043974134367795625,4.7837196106717145e-05,,,
56,5488,0.04356912371455407,4.7692951916339505e-05,,,
57,5586,0.04287386541159786,4.7544283709517357e-05,,,
58,5684,0.04350167134662672,4.739122046941217e-05,,,
59,5782,0.043287763410076806,4.723379203600591e-05,,,
60,5880,0.04219235162421757,4.707202910028357e-05,,,
61,5978,0.04360626898325828,4.690596319825e-05,,,
62,6076,0.04310806137414611,4.673562670478183e-05,,,
63,6174,0.041525037883191694,4.6561052827315985e-05,,,
64,6272,0.042511921452016245,4.6382275599375756e-05,,,
65,6370,0.04175471400423926,4.619932987393596e-05,,,
66,6468,0.042603895828431965,4.601225131662828e-05,,,
67,6566,0.04272077150870951,4.5821076398788114e-05,,,
68,6664,0.04238815394667338,4.56258423903445e-05,,,
69,6762,0.0420545438418583,4.5426587352554216e-05,,,
70,6860,0.04259870117720293,4.5223350130581684e-05,,,
71,6958,0.041236152226219375,4.5016170345926015e-05,,,
72,7056,0.04132441676468873,4.4805088388696734e-05,,,
73,7154,0.04216983500031792,4.459014540973965e-05,,,
74,7252,0.040733596443065574,4.437138331261437e-05,,,
75,7350,0.04048333908146133,4.4148844745425206e-05,20.0,83.4138995452784,226.7
76,7448,0.04123592521159016,4.3922573092506757e-05,,,
77,7546,0.041355946405353596,4.3692612465966094e-05,,,
78,7644,0.041496134591193834,4.345900769708301e-05,,,
79,7742,0.04098906843181776,4.3221804327570054e-05,,,
80,7840,0.04038662239148909,4.298104860069411e-05,,,
81,7938,0.040622999606540006,4.273678745226115e-05,,,
82,8036,0.040642142713982234,4.248906850146605e-05,,,
83,8134,0.039862941418375285,4.22379400416091e-05,,,
84,8232,0.039568343104756605,4.198345103068113e-05,,,
85,8330,0.040627176930405656,4.172565108181905e-05,,,
86,8428,0.03858702587990128,4.1464590453633715e-05,,,
87,8526,0.04041498114487955,4.120032004041183e-05,,,
88,8624,0.040365539377137105,4.093289136219409e-05,,,
89,8722,0.040309584889636964,4.06623565547312e-05,,,
90,8820,0.04032113026751547,4.0388768359319895e-05,,,
91,8918,0.04018917024059563,4.011218011252096e-05,,,
92,9016,0.039161631191263396,3.9832645735761155e-05,,,
93,9114,0.04003139682190151,3.955021972482107e-05,,,
94,9212,0.03936219574617488,3.9264957139211146e-05,,,
95,9310,0.0379934480071676,3.8976913591437664e-05,,,
96,9408,0.03953685643797626,3.868614523616099e-05,,,
97,9506,0.03900012132540649,3.8392708759248124e-05,,,
98,9604,0.039788560922808795,3.8096661366721624e-05,,,
99,9702,0.03898502426336006,3.7798060773607283e-05,,,
100,9800,0.03987283107577538,3.749696519268234e-05,30.0,84.86027312763035,223.3
101,9898,0.038228037520026674,3.719343332312691e-05,,,
102,9996,0.03895744348743132,3.688752433908036e-05,,,
103,10094,0.03800660020158607,3.657929787810527e-05,,,
104,10192,0.03867775787200246,3.6268814029560914e-05,,,
105,10290,0.03843696995125133,3.5956133322888766e-05,,,
106,10388,0.03853920105920763,3.564131671581212e-05,,,
107,10486,0.03830570894844678,3.532442558245232e-05,,,
108,10584,0.03875093181066367,3.5005521701363677e-05,,,
109,10682,0.03778601129900436,3.4684667243489704e-05,,,
110,10780,0.03802469456378294,3.436192476004269e-05,,,
111,10878,0.03843694967122711,3.4037357170309265e-05,,,
112,10976,0.03802729517753635,3.371102774938414e-05,,,
113,11074,0.036898267189306874,3.338300011583452e-05,,,
114,11172,0.03782986572050318,3.305333821929751e-05,,,
115,11270,0.03748852423183164,3.272210632801303e-05,,,
116,11368,0.03821058869742009,3.2389369016294577e-05,,,
117,11466,0.037996460056426574,3.205519115194037e-05,,,
118,11564,0.03614301475867325,3.1719637883587184e-05,,,
119,11662,0.0374318695988278,3.138277462800957e-05,,,
120,11760,0.03718533260481698,3.1044667057366635e-05,,,
121,11858,0.03732188418507576,3.0705381086399225e-05,,,
122,11956,0.03675723562435228,3.0364982859579615e-05,,,
123,12054,0.0376943585519888,3.002353873821661e-05,,,
124,12152,0.03804570826112616,2.9681115287518172e-05,,,
125,12250,0.03678611200302839,2.933777926361452e-05,50.0,69.35750526199118,195.6
126,12348,0.036692152350988924,2.8993597600543786e-05,,,
127,12446,0.03703697071391709,2.8648637397203138e-05,,,
128,12544,0.035946588659164856,2.830296590426773e-05,,,
129,12642,0.037110078243576754,2.7956650511080008e-05,,,
130,12740,0.035791635228206914,2.7609758732512073e-05,,,
131,12838,0.03512825092718917,2.7262358195803467e-05,,,
132,12936,0.03636408108761724,2.6914516627377184e-05,,,
133,13034,0.03733779516603265,2.6566301839636174e-05,,,
134,13132,0.03665011763876798,2.6217781717743278e-05,,,
135,13230,0.035240075265874665,2.58690242063868e-05,,,
136,13328,0.036392384227745385,2.5520097296534605e-05,,,
137,13426,0.0368010473950785,2.5171069012179133e-05,,,
138,13524,0.03558018552709599,2.4822007397075974e-05,,,
139,13622,0.036106101427303285,2.4472980501478643e-05,,,
140,13720,0.035862721787879664,2.412405636887196e-05,,,
141,13818,0.03487864944475646,2.377530302270696e-05,,,
142,13916,0.03572395920981558,2.3426788453139484e-05,,,
143,14014,0.03588053650621857,2.307858060377542e-05,,,
144,14112,0.036110401628729034,2.273074735842493e-05,,,
145,14210,0.0347036178394848,2.238335652786838e-05,,,
146,14308,0.0341669609580113,2.203647583663653e-05,,,
147,14406,0.03489481657743454,2.1690172909807424e-05,,,
148,14504,0.03450292873443389,2.134451525982281e-05,,,
149,14602,0.035058634868842,2.0999570273326442e-05,,,
150,14700,0.03479237183548358,2.0655405198026893e-05,20.0,77.6484045624733,224.2
151,14798,0.03518828749656677,2.031208712958755e-05,,,
152,14896,0.03476434953662814,1.9969682998546068e-05,,,
153,14994,0.034759054283554455,1.962825955726625e-05,,,
154,15092,0.03486511071345636,1.9287883366924463e-05,,,
155,15190,0.034377516057266265,1.8948620784533437e-05,,,
156,15288,0.03468690616819931,1.861053795000581e-05,,,
157,15386,0.03487179975728599,1.8273700773260048e-05,,,
158,15484,0.034745749200181086,1.7938174921371187e-05,,,
159,15582,0.03459118696271765,1.7604025805768827e-05,,,
160,15680,0.034119155828137786,1.727131856948516e-05,,,
161,15778,0.03475450904925867,1.694011807445511e-05,,,
162,15876,0.03376651996252488,1.6610488888871432e-05,,,
163,15974,0.034899920947393595,1.6282495274596967e-05,,,
164,16072,0.03387751641246129,1.59562011746367e-05,,,
165,16170,0.03388178717268973,1.5631670200671954e-05,,,
166,16268,0.03399956870672046,1.5308965620659116e-05,,,
167,16366,0.03468641811715705,1.498815034649546e-05,,,
168,16464,0.03403086055602346,1.4669286921754347e-05,,,
169,16562,0.034497244017464776,1.4352437509492221e-05,,,
170,16660,0.033849878635789664,1.4037663880129813e-05,,,
171,16758,0.033205628338060816,1.372502739940985e-05,,,
172,16856,0.033644376246600737,1.3414589016433703e-05,,,
173,16954,0.03356240224093199,1.3106409251779241e-05,,,
174,17052,0.0333696880700941,1.28005481857022e-05,,,
175,17150,0.03314763130810188,1.2497065446423447e-05,30.0,69.24403906017542,212.4
176,17248,0.033694865505154034,1.2196020198504322e-05,,,
177,17346,0.03253757362539063,1.189747113131239e-05,,,
178,17444,0.03295242436686341,1.160147644757986e-05,,,
179,17542,0.03375523603920426,1.1308093852056774e-05,,,
180,17640,0.03274936187176072,1.1017380540261467e-05,,,
181,17738,0.033261844394158344,1.072939318733008e-05,,,
182,17836,0.033039472484010825,1.0444187936967685e-05,,,
183,17934,0.03298787312696175,1.0161820390502934e-05,,,
184,18032,0.03259099942004802,9.882345596048486e-06,,,
185,18130,0.03292051651420034,9.60581803776929e-06,,,
186,18228,0.03366913148487101,9.332291625260739e-06,,,
187,18326,0.03244974353939903,9.0618196830389e-06,,,
188,18424,0.033868620571281226,8.794454940144827e-06,,,
189,18522,0.03277575044075445,8.5302495198649e-06,,,
190,18620,0.03235757542888121,8.269254929569298e-06,,,
191,18718,0.0324203325625585,8.011522050670534e-06,,,
192,18816,0.0336176244618029,7.757101128704014e-06,,,
193,18914,0.03204523323445904,7.506041763532587e-06,,,
194,19012,0.0319312614749889,7.258392899676937e-06,,,
195,19110,0.03265215969663494,7.014202816773767e-06,,,
196,19208,0.03300414369346536,6.773519120163574e-06,,,
197,19306,0.03216427232005766,6.536388731609895e-06,,,
198,19404,0.032544271716353844,6.3028578801518314e-06,,,
199,19502,0.03154161756820217,6.072972093091592e-06,,,
200,19600,0.032036678010255705,5.8467761871188554e-06,10.0,84.92222833661363,236.1
201,19698,0.032173133512236635,5.624314259573682e-06,,,
202,19796,0.032250834419867216,5.405629679849608e-06,,,
203,19894,0.03204849065870655,5.190765080938774e-06,,,
204,19992,0.031582189590803215,4.979762351120459e-06,,,
205,20090,0.03130157257677341,4.772662625794931e-06,,,
206,20188,0.03216048932577274,4.569506279463967e-06,,,
207,20286,0.032496304593372105,4.370332917859826e-06,,,
208,20384,0.032748368701764514,4.175181370223998e-06,,,
209,20482,0.032510104285058926,3.98408968173737e-06,,,
210,20580,0.03147087346914471,3.7970951061032295e-06,,,
211,20678,0.03144721772369682,3.6142340982846063e-06,,,
212,20776,0.0322765566370621,3.435542307397294e-06,,,
213,20874,0.03217633657765632,3.2610545697599976e-06,,,
214,20972,0.03220333943941763,3.0908049021028822e-06,,,
215,21070,0.03139356185435033,2.9248264949359944e-06,,,
216,21168,0.03144441769287294,2.7631517060786813e-06,,,
217,21266,0.03265214232461793,2.6058120543513696e-06,,,
218,21364,0.03244795161774572,2.4528382134309145e-06,,,
219,21462,0.03213476948440075,2.3042600058707064e-06,,,
220,21560,0.0321194407891254,2.160106397286699e-06,,,
221,21658,0.032684882342511296,2.0204054907105132e-06,,,
222,21756,0.032158758510284276,1.8851845211106859e-06,,,
223,21854,0.03233698179603231,1.7544698500831664e-06,,,
224,21952,0.03185075485356608,1.6282869607120753e-06,,,
225,22050,0.03183018326835365,1.5066604526016996e-06,20.0,84.05856977673247,233.5
226,22148,0.0316195242220954,1.3896140370807908e-06,,,
227,22246,0.03273859344498844,1.2771705325799743e-06,,,
228,22344,0.032673989384606174,1.1693518601832459e-06,,,
229,22442,0.03178758725371896,1.066179039354416e-06,,,
230,22540,0.03176190563458569,9.676721838393341e-07,,,
231,22638,0.03195820604355968,8.738504977446596e-07,,,
232,22736,0.03195138188193039,7.847322717940014e-07,,,
233,22834,0.032212793541958135,7.003348797620827e-07,,,
234,22932,0.03133726209326058,6.206747750877014e-07,,,
235,23030,0.03125364624191912,5.457674876661073e-07,,,
